Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,145846.91798878257,6.524211792140121,2.8823281288146973e-08,760958.0495310145,6063.437825208585,210700.17069288832,247.23491097864462,165063.87105642812,241.6433346727572
-32.0,92634.56244712992,6.5242118347211475,2.198636817932129e-08,772736.976021665,6207.427145520033,210103.9625937353,244.6186017091677,165231.2639305719,240.15932498013717
-35.0,46517.74654003764,6.524212435510716,2.4716126441955565e-08,776262.6051010097,5430.524776928465,211550.77993622402,214.77926302465494,166302.90884905227,211.00066415546462
-38.0,23073.47254551807,6.524212095309407,3.444809818267822e-08,757801.1160115257,7222.621174891104,210324.23910142606,295.54915013784193,164682.4361748333,289.0364716803597
-40.0,14435.443206694,6.52421213416275,4.483124732971191e-08,743284.0292548739,9002.337009251512,210471.7918320517,382.5068074965093,164113.34286196216,372.2818622281484
-45.0,4443.349406583828,6.524212116401967,4.681583023071289e-08,700217.2034536895,10795.945288233559,211480.1916950341,516.746378726908,162494.34094216366,495.02592240372906
-50.0,1340.887266103354,6.524211317329943,7.973290729522706e-08,635219.4637705026,15082.122318203805,210689.17269500162,857.520302286779,158273.665605312,801.7378665391298
-52.0,827.2164539708261,6.5242118696440645,6.804166889190674e-08,607616.3929845011,9056.129260850466,211962.72094289618,564.1490156024229,157190.04096943027,520.7249399243447
-55.0,394.35029885442145,6.524211617077098,8.727595043182373e-08,553172.666221389,9551.966495599601,210984.25790995418,700.2023929215211,152772.33521022982,629.3716294017795
-57.0,243.77627013175692,6.5242120127624235,1.222441816329956e-07,533281.458111797,12434.189195031191,211755.65918257894,979.7133803437173,151607.91314401542,870.5850743371411
-60.0,113.56336244575307,6.524212143057477,1.325443239212036e-07,471316.59152980417,13546.2335018523,209782.47428196078,1311.7486469362339,145201.25357705614,1121.750268677919
-62.0,70.49119003400988,6.524212349449972,1.7055501174926758e-07,459113.2424679025,16525.745169881608,210464.2451486034,1685.94897937926,144328.50249173163,1427.8627780163952
-65.0,32.899826501074145,6.52421216576149,1.6166254234313965e-07,411655.7543535271,12510.178967433763,210472.34121583676,1547.9061960586696,139300.23184106298,1262.014637758315
-67.0,20.37217306076911,6.524213025156551,2.5915007305145263e-07,400495.1396186291,14633.506896936959,213484.95728332325,1943.6464230427227,139294.54611229122,1565.0905099749798
-69.0,12.040691831357826,6.524212634366707,2.457050189971924e-07,365293.60475214117,14872.09437888644,208740.16464676394,2236.1446718914085,132844.74879746654,1746.0057314547885
-70.0,9.464929207313416,6.524212219087355,1.394822483062744e-07,360140.92186067795,8170.174914099163,210330.5447428475,1275.5836532701796,132815.2022847861,988.0322919076716
-72.0,5.81743249746921,6.524212340242291,1.7504165840148927e-07,347710.792160587,9518.90778678425,211067.94842598017,1588.7032324529137,131354.55179524774,1211.1533820572076
-75.0,2.7896502841841158,6.52421208219744,2.4931658267974855e-07,328283.4852155107,12049.82694916009,212134.7045382056,2239.6099833205226,128905.67069155829,1663.9438285816286
-77.0,1.7033783644894367,6.524213295589983,3.668981189727783e-07,314966.8601815441,16391.19191167017,208448.57695374248,3173.8948312850553,125460.11290436148,2332.951412004535
-79.0,1.0339006667867292,6.524212733468896,4.841521339416504e-07,300306.16958606394,19564.42829824433,202680.34371145675,3929.699018049985,121045.05820851585,2853.201758766765
-80.0,0.811494706167785,6.524212688360231,6.444611024856568e-07,296001.2182578316,19768.07144714986,212114.91547020696,4364.627571714111,123587.77724781465,3111.5194475179305
-81.0,0.6325357438575909,6.524213636215567,8.256397447586059e-07,289399.3202531797,24232.44280204058,206460.51239730095,5323.01935352711,120533.93479310577,3792.3849801800243
-83.0,0.3827109592676109,6.524213046727582,9.562634534835816e-07,275540.2763546332,25691.57705149791,203968.4852038322,6003.711500920443,117258.20372285685,4209.170511636272
-85.0,0.24039579789165624,6.524213067006022,1.1800369873046874e-06,274122.8338249617,31076.444853358185,213786.86496838304,7911.518408661272,120148.85346129448,5422.611889721578
