Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,290605.41068140767,5.979404654795779,1.867030429840088e-08,1223038.0372552283,10980.738814302866,364339.1326566941,529.3864386695786,293111.24404293695,541.0733188912272
-32.0,185424.89436140237,5.979404827380865,1.138956642150879e-08,1253538.5025136252,7034.0275390115785,366215.406711907,326.56138021009974,295803.1424216781,335.844380281691
-35.0,92672.55264625493,5.979404850346664,1.2280455589294434e-08,1245782.6035094776,9697.415992755816,365720.9176392212,454.63077226211317,295136.3148554328,466.74508310243255
-38.0,45896.5635495635,5.979404864632771,1.780352783203125e-08,1213754.323216259,10331.638649975708,366416.43383989314,509.26717778405873,293661.22257844475,519.6239657494589
-40.0,28567.17775878907,5.979404954763096,2.3177097320556642e-08,1178876.021255698,12691.373616832836,366249.4006619389,659.9611731731566,291670.488217001,668.616076229082
-45.0,8609.003795941797,5.979405012755228,3.213045597076416e-08,1068571.057430039,14462.207993942247,367832.01780073263,905.3675907746074,285264.16020016174,892.9200334313791
-50.0,2526.7577934110263,5.979404526081447,5.837830829620361e-08,929657.2111825388,19711.47842479269,367694.53501558024,1585.6588440840715,274437.4178886007,1501.7323884828365
-52.0,1524.239439046571,5.979404470063054,3.901931476593018e-08,860252.0191682103,11232.027509534322,367136.2781247008,1034.4978877818212,267689.2179313423,955.4536199470749
-55.0,722.2748919632941,5.979404786059464,5.559209156036377e-08,785215.4843637951,13172.523202725579,367391.674919351,1428.1592770650168,260113.61950806782,1277.638402113138
-57.0,439.2997909104172,5.979404945708435,7.048929977416992e-08,741859.1852063851,15019.619876257466,366820.870439098,1790.2324902588734,254800.91269622606,1572.6393321733049
-60.0,199.81298164529386,5.979404288667243,9.944415760040283e-08,644577.4032361632,15625.920666421092,364367.2158204204,2362.0272915310925,241714.22024847352,1967.2083408477483
-62.0,120.80607223629765,5.979404282831365,1.322485466003418e-07,608248.7415118249,18564.123496064887,365055.84018037166,3096.964528075827,236280.12335738319,2519.2154137499747
-65.0,54.132193237768476,5.979404970685768,1.336490249633789e-07,527202.396949831,13875.953182871259,367646.3282479164,2980.9919570531347,223731.51090399246,2270.549459913629
-67.0,33.47775818231397,5.97940524979766,1.5687148380279541e-07,514529.08592152095,15452.95851744689,367272.8733960089,3461.858779559203,221595.6582857456,2608.174181467737
-69.0,19.355553070130018,5.979403615468284,2.2734559631347656e-07,464488.58440776163,18228.19706727394,363653.597083606,4758.914755152946,210615.01488803318,3432.1136494148523
-70.0,14.970532427198494,5.979404065648303,1.2732143306732177e-07,450740.65855587006,9578.223540696845,366852.2793432892,2661.409255926963,208649.79746429747,1884.6924547779781
-72.0,8.635923005380235,5.979403952000017,1.6497391510009766e-07,408818.2487779499,10194.672730512359,365368.226077237,3310.4346910965396,199204.03487334793,2236.8848912125395
-75.0,4.015664195627711,5.979403975347805,2.4038536834716797e-07,378172.49607843824,12619.808943270697,367683.3093389459,4655.541696456727,191556.37774366263,3008.959631987469
-77.0,2.3368918151401363,5.979404273315219,3.538227996826172e-07,348839.4332224747,15962.041900924532,361426.75000688835,6501.178816376138,182132.9141177217,4060.625239184068
-79.0,1.3747396235340097,5.979403450411715,4.394667911529541e-07,326089.7705512804,17144.44453675531,360410.48510317865,7878.074237226683,176989.78707887855,4731.721706170996
-80.0,1.1569463396557027,5.979404423289367,4.925628347396851e-07,344689.98495121236,21689.613452764122,364800.801590157,9103.727552815573,181449.15780695685,5615.907056256605
-81.0,0.9359116671801403,5.979403921332147,5.396040525436401e-07,350889.39916099136,25004.280936316485,363722.6904133475,10289.413197482063,184345.30772411337,6444.518036562804
-83.0,0.5522388167083895,5.979403514650196,7.27588381767273e-07,328886.52417240763,29857.557397829038,344698.0610895151,12656.524281953403,174496.2957043928,7852.06411627584
-85.0,0.31943964044061524,5.979405124099186,9.016812076568604e-07,303263.8686169055,31820.07685955862,342678.1954298076,14860.543107044708,164976.99342341337,8837.250215465494
