Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,269532.8431815124,5.9794036703618625,1.620762348175049e-08,1042728.104788499,8874.741740556778,366288.7142739283,577.9841755844536,282772.3028026308,565.8804418224609
-32.0,171502.11975351113,5.9794038642469,1.307644271850586e-08,1059861.0915400705,7408.414798592002,366977.1075327664,469.39477293839445,284240.0387123595,461.663313593308
-35.0,84741.0693464798,5.979403776817003,1.9598058700561525e-08,1031212.9623892923,8169.670807536764,365032.0276653459,538.1176626512897,280868.2736605308,525.8204232995049
-38.0,41163.99308389772,5.979403766746215,2.4205354690551757e-08,972747.5284933574,8970.101467313163,367765.45561379194,664.6471655320493,277781.616967888,637.4630037373281
-40.0,25367.102838435072,5.979404283820497,2.873181438446045e-08,932303.2771190301,9768.567073158849,367079.14772612107,779.063922143192,274167.36482869147,738.155154339911
-45.0,7293.12481499681,5.979404313211305,4.7441886901855466e-08,794877.8827531674,11633.490204216381,368770.8229006012,1240.1636641608202,261684.72480940327,1114.1441097591014
-50.0,2071.096356887328,5.979404253394309,7.617805194854737e-08,676401.2510904905,13436.46477985149,368696.57491794997,1894.566718057613,247295.74967320755,1605.0658686229726
-52.0,1230.6068003400935,5.979403993511241,5.1562878608703615e-08,622394.9866254776,7607.219330528907,367913.3434116267,1235.3577307475498,239511.16507997096,1012.1206529005431
-55.0,569.8880187290392,5.979403628637916,6.858660316467285e-08,561313.8545437724,8222.56963767377,367005.22229670954,1584.3983528597746,229599.67149762262,1244.8881690165144
-57.0,344.07114967386207,5.9794039757102135,9.024749660491943e-08,531332.2362970237,9639.27062823507,369462.8437339369,2053.9058355127927,224956.90172909203,1570.3398218359216
-60.0,154.80194801443955,5.979404018020138,1.2958124160766602e-07,467773.74154702056,10475.369439771968,364652.3099849502,2716.7566048394074,211622.17715639417,1962.5947199781658
-62.0,89.68664743244355,5.979403912903146,1.6743239402770995e-07,425548.06664176815,11206.145090552785,364428.90962549765,3369.276943656907,202016.56794873654,2327.341635809862
-65.0,41.85053177026502,5.979403957986583,1.6327129364013672e-07,394531.3214942853,9361.105429947142,367393.05141280085,3231.447590946569,195950.10617088422,2140.299263823079
-67.0,24.740580220297172,5.979403988767285,1.936443567276001e-07,369145.92325488926,9649.087253059557,363820.2329703504,3653.9657299989485,188516.45490574584,2339.9147991823265
-69.0,14.406967309665534,5.979404316955145,2.641808910369873e-07,341117.8210775118,11185.105757568324,362480.09487354814,4758.671402078355,180345.12806509255,2920.737338196428
-70.0,12.060086066631337,5.9794032018630645,1.4669580078125e-07,359066.6773838202,6858.017887403208,366514.5948580798,2738.707235393522,186268.43771964818,1719.798694638419
-72.0,7.401478297720167,5.979403156973312,1.4213109970092774e-07,349415.0269033334,8173.123521521441,365250.4552018249,3403.105873917404,183674.25816312974,2107.607511877781
-75.0,3.526704164670905,5.979403735013174,2.7617000389099123e-07,332774.4724081944,11130.1299919177,366358.32245515496,4971.700060080213,178380.91255569455,2994.730808759079
-77.0,2.2053598800291523,5.979403594879898,2.6897657203674315e-07,329948.3053025669,13777.742232589235,364650.82613550755,6268.738066787075,178052.61588180176,3756.918671961699
-79.0,1.3272372907061711,5.979404136851467,3.6741100215911865e-07,315599.79925112025,17089.315606522003,359695.0220144403,8149.39650900464,172374.462923386,4780.177011639171
-81.0,0.8259193526792471,5.979403559159392,5.576121091842651e-07,311571.893681148,20027.787199507988,346697.8429381823,9169.53030922584,168299.21990800535,5474.555090910377
-83.0,0.5360704266538063,5.979403072115806,6.982145233154297e-07,319885.2510982762,26537.487680984705,356297.65552746475,12201.141162968823,173254.00775289146,7296.030521338398
