Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,47408.811211939916,5.932017922881343,4.1870429039001465e-08,249848.84895165887,903.4956064480717,1247842.3279120182,3090.241886132164,211280.68152780927,641.0184655464836
-32.0,29422.63186848424,5.932017847243532,5.1896345138549806e-08,247385.11667770482,1109.2040527112003,1251484.8499187047,3851.1058371237013,209656.23278209002,790.5753982882015
-35.0,14244.761709650544,5.932017736438316,6.526524257659912e-08,242318.3095642889,1327.896534754406,1253334.1859679213,4746.525219358271,206111.4399852125,953.616910632787
-38.0,6752.481678997759,5.932018047629793,8.48807716369629e-08,234412.0917164453,1619.7714817478345,1255587.2712839271,6021.536647349363,200284.7060193239,1174.1788630252122
-40.0,4190.382950863662,5.93201815623416,1.0236060237884521e-07,232113.98111897724,1924.533685810946,1269675.1592743865,7336.790751440683,198975.80948162888,1404.697822948452
-45.0,1136.8741334258193,5.932017799694939,1.9642860984802247e-07,212086.72901072493,3053.830045288882,1247889.1507868746,12777.409997846466,183771.61708558493,2279.076184859441
-50.0,313.1669736704432,5.93201829720048,3.867346534729004e-07,195727.22578730684,5321.100719270367,1248688.9801484013,24293.35268401145,171283.57637885466,4053.875539367349
-52.0,191.52895296167804,5.9320183981859165,2.4765300655364993e-07,192233.01661221814,3180.735993560192,1253167.1801214498,14931.121070336085,168528.61236379461,2432.129361064901
-55.0,86.91191030763994,5.932018336011842,3.6614773750305173e-07,181559.76431517227,4197.621935682774,1239609.952307379,20978.21153429919,160239.35756538174,3254.173483803461
-57.0,49.7718489215814,5.932018220292061,5.491615619659424e-07,171787.94656268446,5710.080193883581,1215836.2624481989,29801.239379012026,152269.42573289416,4466.264875592315
-60.0,22.2003499933062,5.9320176939164435,8.168881883621216e-07,160808.4220677674,7401.7264347946,1186555.0759154551,41171.06113835168,143446.50166801122,5865.3187689681945
-62.0,14.482104861096053,5.9320174806362855,9.871064167022706e-07,163864.94007661878,9658.151425748874,1195897.0128720708,52857.23461650428,146127.20706059033,7648.926632829796
-65.0,6.829011865278207,5.932017946257701,9.870491762161254e-07,158321.70898319673,8920.32478564839,1238199.5993851058,51739.46517612599,141650.32331813863,7113.563352703524
-67.0,4.118734646097694,5.932017111143625,1.2150429096221924e-06,154353.35798339482,10133.861394131372,1224676.905037948,60715.250885787886,138481.96944795357,8126.528870038921
-69.0,2.215394357234988,5.932017888689171,1.6700533113479614e-06,141175.33968270037,12708.19797697929,1094191.4297441277,73342.5819674111,126274.2771845293,10128.347169575034
-70.0,1.7348285325261439,5.932018982358285,9.750027112960816e-07,140059.50117589688,6676.186063451341,1147920.6718645417,41450.013382786885,125920.15555638833,5376.799608528425
-72.0,1.0495452333819342,5.932018519180853,1.2075629205703736e-06,136827.13861923266,8080.238247186857,1164826.8553937583,51971.72589083132,123384.47410125524,6548.381721457743
-75.0,0.5237260108213797,5.932017900244571,1.6418009109497071e-06,136495.97890374737,10971.399149670035,1072777.3675667015,65438.097997542936,122336.6110555918,8779.475043750412
