6524839830.982477,-17.5671138763,112.05245971700003
6524738725.330818,-17.5599117279,112.35900878900001
6524665410.461582,-17.5778026581,112.60404205300001
6524609790.4295845,-17.5776119232,112.856994629
6524566131.290773,-17.5706043243,113.134628296
6524530934.969568,-17.572971344,113.50343322800002
6524501946.251314,-17.5817832947,113.725006104
6524477645.825811,-17.5717658997,113.941047668
6524456972.756388,-17.593208313,114.269584656
6524439163.738,-17.5929527283,114.607757568
6524423655.564616,-17.6005687714,114.85976409899999
6524410023.590782,-17.5947933197,115.05726623500001
6524397941.587846,-17.6134777069,115.312728882
6524387154.792308,-17.6037006378,115.709281921
6524377461.351161,-17.6098690033,115.91864776600002
6524368699.26272,-17.6128864288,116.28024292
6524360737.003336,-17.6409301758,116.579734802
6524353466.680828,-17.641954422,116.761581421
6524346798.954149,-17.6416454315,117.20145416300001
6524340659.209622,-17.6656455994,117.41328430199998
6524334984.645506,-17.6494598389,117.84027099600002
6524329722.022725,-17.6734447479,118.129463196
6524324825.910718,-17.673406601,118.438278198
6524320257.305727,-17.6852474213,118.72289276100003
6524315982.532442,-17.7022285461,119.019294739
6524311972.363433,-17.7154502869,119.35784149199999
6524308201.3076105,-17.7217674255,119.73423767100002
6524304647.031025,-17.7326908112,120.02983856200001
6524301289.882161,-17.7383422852,120.44873046900001
6524298112.500359,-17.765247345,120.784317017
6524295099.490886,-17.7721824646,121.12075805700002
6524292237.153751,-17.7949352264,121.500701904
6524289513.256213,-17.8107795715,121.80128479000001
6524286916.840942,-17.8207263947,122.17150878900001
6524284438.063516,-17.8464050293,122.63234710700002
6524282068.054113,-17.8696212769,123.01943969699998
6524279798.799331,-17.8806533813,123.41792297399999
6524277623.040779,-17.9051132202,123.767234802
6524275534.187726,-17.9272270203,124.221549988
6524273526.241594,-17.9483642578,124.53498840300001
6524271593.730456,-17.9790973663,124.9740448
6524269731.652028,-18.0131187439,125.48085022
6524267935.423892,-18.0436210632,125.947593689
6524266200.839905,-18.0566959381,126.21093750000001
6524264524.031923,-18.0819511414,126.73988342300004
6524262901.436077,-18.122926712,127.19892883300001
6524261329.7630005,-18.1686954498,127.692489624
6524259805.971471,-18.1999168396,128.184799194
6524258327.245019,-18.2276687622,128.65560913099998
6524256890.97111,-18.2676639557,128.99902343800002
6524255494.722601,-18.3197956085,129.61706543000003
6524254136.241146,-18.3501472473,130.164321899
6524252813.422364,-18.4119606018,130.742324829
6524251524.302503,-18.4547538757,131.29960632300003
