Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,142222.83024472286,6.524211949912557,2.7816521644592284e-08,719897.3787090584,5226.839187471123,210477.8818755026,235.73287968942896,162898.94915440894,227.374443244742
-32.0,90405.67027111324,6.524212212453745,1.67116641998291e-08,731892.0970604775,4216.152870285868,211248.55677671742,185.54759466429823,163980.42107781203,179.73003886156948
-35.0,45300.878043700635,6.524212402158134,2.737155055999756e-08,731556.2762760527,5348.900592600577,211695.82203464687,236.236696934473,164235.43407809068,229.08030309164315
-38.0,22489.726495312036,6.524212685516453,3.22925443649292e-08,716304.1864165912,6035.512754718803,211961.18089659937,277.91743186477106,163615.99857364455,267.88433530478505
-40.0,14041.708885049955,6.5242126557508655,4.0485749244689944e-08,700063.6105731833,7245.497517728444,212367.81937678732,349.1809701897728,163008.8279074314,334.73219922636054
-45.0,4257.291256592637,6.524212772532692,7.484361457824707e-08,641058.5385838561,11112.766382989235,211471.50718633196,625.1075260392681,159069.36950403312,585.8167035215301
-50.0,1267.9515318321598,6.524213192898015,9.462658977508545e-08,570803.2763633403,11040.934930645648,211948.8384677905,770.6521460849908,154609.27071765217,698.6731805881136
-52.0,776.6204575630197,6.5242124469109335,6.5679461479187e-08,540782.7261250444,6868.833220008599,212608.35861748795,531.4586086713243,152651.4044210486,473.86790535907494
-55.0,377.66992909002465,6.524212683419137,9.006945133209228e-08,512967.0197178418,8422.938855360384,213073.9818722475,719.6556805928703,150586.01096768214,630.698579642718
-57.0,226.4036916771112,6.524212691719938,1.0343143367767335e-07,471001.3691829481,10552.8916667348,212721.36141119892,1047.3977156232286,146572.98379194873,892.9118232521869
-60.0,109.81787848092164,6.524212382250533,1.6489455318450928e-07,447121.97485306713,11691.45671512578,212846.43211917256,1272.940499443357,144224.87179198716,1066.9300259939919
-62.0,66.4135725631288,6.524212511496509,2.138708086013794e-07,419065.3720513164,13281.42599759541,213167.59702735272,1624.9971500069369,141301.63176565757,1330.5451070257113
-65.0,32.178948625761684,6.524212987713772,2.076104736328125e-07,398730.8136245681,11631.996626107526,212662.5327674994,1547.114239462564,138720.16695814327,1244.6394476197602
-67.0,18.81461464022626,6.524212633030974,2.656853790283203e-07,358459.09648848703,11911.42716420231,210915.5783565193,1882.2872281837335,132833.02665542852,1455.5676669290697
-69.0,11.10621089897561,6.524211898911984,3.689110803604126e-07,328396.0277841501,13834.188224537787,212558.37573816703,2573.7866157376848,129063.99395150431,1914.7292270413745
-70.0,8.84583362135244,6.524212814487107,2.1283180713653565e-07,329534.4849893254,7988.483975244359,212059.96510721295,1472.641160564497,129067.55430002432,1097.4689911384776
-72.0,5.240575401286077,6.524212843781897,2.0282888317108154e-07,304531.81926523335,8385.054726260252,208345.5655961898,1719.4506371435418,123748.58137266772,1244.7958997380192
-75.0,2.5578931819998183,6.524212928008064,3.7425935077667234e-07,294917.0233987123,11266.727281140602,210622.23127906365,2476.789807266032,122891.55912367308,1765.4110654409888
-77.0,1.6091382029529004,6.524212869319141,4.874759225845337e-07,293869.02916454163,14611.970394301055,210801.05441695492,3236.2517593482335,122780.74562025936,2302.577689651851
-79.0,0.9793903801829464,6.524212482506366,4.83724702835083e-07,281610.4468913001,17203.342022857,208690.513232742,4034.3955172890273,119894.31195882236,2819.9299953187874
-81.0,0.6312439586345893,6.524212634407682,5.841176033020019e-07,288755.1052422565,21868.26655554813,206769.822558029,4844.9581098908675,120490.90460245768,3433.9402814701025
-83.0,0.3849409046688633,6.52421256610669,1.0242119102478027e-06,277443.65884855663,27934.949739138505,207132.1771392116,6613.027636264043,118618.5286339011,4623.208411352694
-85.0,0.2378315725659728,6.524213656666478,1.2657917795181275e-06,270813.9405806434,32826.2036026725,199651.01080914706,7652.01597817443,115086.90450395485,5358.400975007564
