Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-25.0,162603.5545206362,5.93201798084733,3.039339447021484e-08,261615.04205208732,924.3411304935956,1238637.713619949,2978.977951413952,219603.45168478542,645.7618244332261
-27.0,103102.9155254746,5.932018127027479,3.6528112411499025e-08,262397.44230295066,863.020844800468,1241415.0174965211,2770.9761389666237,220118.5211212689,602.1352060289937
-30.0,50693.77135725301,5.932018364464369,4.547254467010498e-08,259373.51662931885,1053.6320463112168,1236916.3688431412,3414.250516707776,217839.98832279458,736.94995831509
-32.0,31493.36465830616,5.932018996635941,4.839943504333496e-08,256954.32771862988,1098.995083658582,1233481.9137670537,3591.794766151579,216031.58950359805,770.3305005309521
-35.0,15314.426568621428,5.932019122557079,6.115630722045898e-08,252318.0980777973,1332.9535321881112,1237216.5627545095,4471.496695191134,212829.28686031947,940.7088516390359
-38.0,7452.788647920794,5.932019450105601,7.568122386932373e-08,247894.56619933486,1601.9176611462096,1241377.4066716682,5496.829310494475,209674.98500126624,1137.0704936113325
-40.0,4596.826788916492,5.932019626027585,9.219629573822021e-08,244543.78474073575,1899.1546283037185,1239702.1817831057,6629.811336817453,207333.7572990968,1354.715308163577
-45.0,1370.3194749516497,5.932019735830367,1.6402873516082764e-07,236076.03630485953,3145.105703506389,1241011.4362485914,11435.749575199327,201060.4083641128,2264.722163959552
-50.0,422.62304984684744,5.932020472070077,3.0115956592559815e-07,232589.17851605112,5649.586369355932,1262605.0531467444,21326.45676754997,199061.99045736325,4109.828982272156
-52.0,251.41412655912688,5.93201954926555,2.0513538551330566e-07,224620.30411286242,3585.4790209455236,1244075.990055611,13929.79039167706,192977.2497067251,2628.9199932429183
-55.0,113.10000146313877,5.932019850127007,2.98857458114624e-07,210796.31732433697,4587.390982475074,1228435.2548357686,18886.231369444635,182136.83444102545,3403.625873710029
-57.0,72.9217108613634,5.932018890933313,3.7507114601135253e-07,213483.63864202073,5915.789478024801,1250502.9021668967,24758.341802679934,185019.0868022873,4416.570485258504
-60.0,29.47994333097271,5.932019551553673,5.790515623092651e-07,188425.5586088328,7352.635331680924,1187016.8884997808,33159.80264971242,164492.35353154002,5573.167279984336
-62.0,18.942700983954563,5.932018657420584,7.811391334533691e-07,190415.65966601888,10107.17241881951,1185333.532264934,45105.758081046166,166051.25706997394,7643.804966427793
-65.0,8.636631808784855,5.932018868181535,7.995365743637085e-07,180334.75407037485,9285.826926946213,1188430.9367621555,44696.50033796579,158629.18407455907,7149.339865686372
-67.0,5.28793935054528,5.9320191723269975,9.535840473175049e-07,177258.8935267051,10729.53299835701,1183576.0971352193,53162.41053215554,156543.05075398652,8328.180807512865
-69.0,2.9974538105340516,5.932019141487296,1.2456844739913941e-06,166767.34838272884,12554.111004018021,1126337.2624852613,62810.83510590298,147274.25319886574,9744.15194764745
-70.0,2.40970623000106,5.932019459595704,7.811231508255005e-07,167907.0224667389,7739.381739011837,1244244.6693138469,41962.145302694524,149131.48596146292,6079.452811267838
-72.0,1.4963347066808814,5.932016921862561,9.109088792800903e-07,166392.30500901537,9136.566988610924,1205304.8196391258,48925.926630783826,147920.34638415775,7190.0550774572475
-75.0,0.6221302547658112,5.932017878845169,1.5985853939056397e-06,149756.89995990528,13373.580954389487,1133560.9728051373,75131.70306135039,133596.62751516583,10600.585247683863
-77.0,0.3580667382522691,5.932016131261573,2.0300527906417845e-06,142257.79301882934,15679.642364814757,1089976.5702997972,91977.07018008828,127724.93915225253,12592.783023521755
