Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,190633.0662289541,6.026740198072861,2.3931567192077638e-08,628833.121766153,4571.237791274523,347332.09439208487,648.3650668605114,228631.8919561322,539.7736132910359
-32.0,121038.12124002243,6.0267404500886235,3.1124574661254884e-08,634415.9598577863,4683.368723848922,348492.33040544216,656.9820793097024,229759.03210525724,548.6285132778867
-35.0,59722.392421921424,6.026740611431951,4.000407886505127e-08,620658.4685381285,5800.922086271077,348005.53207757446,842.4618878749898,227700.85045411717,698.4251235176343
-38.0,29493.47111858222,6.026740646273083,5.883600616455078e-08,608102.8124051691,8201.157730389383,352235.6954295703,1258.742838351638,227764.10781470445,1031.7800408751646
-40.0,18139.86190331168,6.026740711444931,6.067419719696044e-08,587338.7249917231,7843.314868142733,352399.8149434842,1279.579326060135,224887.16535122955,1033.6044280422502
-45.0,5328.420462007389,6.026741242861246,7.139697360992432e-08,533409.401258127,7678.4792266569175,351417.9539573777,1464.4368975260295,215964.68057506473,1139.096047596453
-50.0,1545.4402205004271,6.026740556434707,1.0619061374664307e-07,479678.2083056001,9202.686438126702,355990.80471793556,2145.033969142067,208409.23336469533,1585.5274207281473
-52.0,880.3515766161066,6.026740316887151,6.301832389831543e-08,426431.6119068836,5423.698372129205,346676.1989955692,1476.4776320690871,194765.04715864322,1037.8081968613842
-55.0,412.63654602445246,6.026740216648183,9.995687007904053e-08,396360.30020986043,5802.768986593868,350701.49980741204,1806.4997860572767,189332.47855373286,1222.19787787713
-57.0,236.827822060205,6.026740383521309,1.2751780319213867e-07,359073.6670449482,5995.898809314443,348335.5944656493,2167.002994511102,179720.7592766236,1394.4361178250983
-60.0,109.86353876626448,6.026740329047533,1.805107307434082e-07,332424.7409242871,7215.697032132295,350102.3976922881,2974.728248754458,173368.48782446777,1831.7833860826795
-62.0,66.28563461641981,6.02673985064361,2.4041681289672854e-07,318328.49810270045,8872.997118225016,354687.868577409,3984.633927691728,170432.93360695362,2383.0566775913176
-65.0,30.961428828682905,6.026740480301737,2.151120204925537e-07,297860.39894564904,6851.319264446223,352686.5257251285,3404.5952801409876,164218.9866023035,1957.427634121821
-67.0,19.083708854833194,6.026740974244992,2.117238712310791e-07,291490.76896417636,8251.627908337596,353386.0071006276,4241.5059459305485,161928.07146139492,2395.417779344425
-69.0,10.572867291013763,6.026740408370282,3.761175832748413e-07,259437.93143390195,9064.551821952899,347427.25091983285,5452.2978276767535,150984.8209410195,2906.0945678668213
-70.0,8.090165782866189,6.026741075626574,1.741234130859375e-07,251159.61937998023,5046.5808105106835,348635.6638821982,3187.9913687408553,147870.7751254407,1658.5914413614955
-72.0,5.005152247012012,6.0267401619598,2.1553401279449464e-07,246955.08321375487,6041.793982707287,349238.5504984871,3934.7411696175695,146676.98175529233,2023.0140888547758
-75.0,2.4825011110460156,6.0267403311644685,3.060565605163574e-07,244766.251950179,8440.934529292826,349403.77105857147,5563.454541974992,145779.29311831266,2843.3251600025105
-77.0,1.4222462265636644,6.02674103651955,5.803032512664794e-07,225740.94270301587,10510.859854570837,344702.73316304496,7689.816592106479,138293.2216788352,3759.5880544184183
-79.0,0.8894032297824483,6.026740009753522,5.647811737060547e-07,224087.34034192108,13100.198465639363,345977.13046887907,9712.04613509361,137627.4395303985,4711.49931811163
-81.0,0.5501165743478315,6.026739579953277,8.089398927688598e-07,220459.8896108384,14419.225201047013,334588.8203457142,10488.44174425787,135102.58209006768,5161.786566985247
-83.0,0.33437457991284497,6.026741061521992,8.547351455688477e-07,213869.207742473,17927.83717950638,329216.28439672996,13269.720490557957,130937.52113564606,6400.837144535384
