Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,50635.330846135235,5.9320185965923695,4.100723457336426e-08,259343.325104012,955.2636405095111,1240458.8123969904,3108.6224475710187,217986.87786543244,669.2453916808299
-32.0,31295.510875551405,5.932018854732219,4.332787227630615e-08,256128.11312703037,978.4288635362684,1245038.2943551582,3239.3708514906466,215672.93398587822,688.0705956487509
-35.0,15529.668155041938,5.932019072902681,6.057691097259521e-08,254596.6412065046,1372.110642077968,1253852.2486349386,4610.455650103977,214893.01044214022,969.7334721251391
-38.0,7340.938131990282,5.932019178547255,7.828710746765137e-08,245801.7811944981,1636.4513875224022,1255430.3190331752,5746.175198126119,208547.90753593462,1169.0887586787285
-40.0,4488.428708760032,5.932019017565617,9.526211357116699e-08,241221.46210041264,1921.8885449585655,1252755.1933594656,6893.095096404199,205228.16724921286,1380.9086403421243
-45.0,1332.8835815073458,5.932018899127317,1.779736680984497e-07,232358.9484815406,3316.3320093965717,1242698.955182023,12380.651002179366,198674.94576463712,2407.509843316191
-50.0,361.67593440330216,5.932018759610943,3.4823193168640136e-07,212310.08259876605,5521.832457719813,1223864.8349213048,22569.128679847578,183536.40251699067,4101.104564114416
-52.0,231.56547828200704,5.932019002735115,2.1693032455444337e-07,214138.04487310105,3440.55729450917,1254412.7112959998,14273.639830327127,185315.84430086773,2561.0754960885097
-55.0,105.17460799814084,5.932018653527789,3.375226230621338e-07,202174.12657354499,4798.347680000446,1221393.0707400725,20832.677818269236,175925.2657744394,3612.3973192101985
-57.0,60.97171865519668,5.932018504384262,4.4706984424591067e-07,192490.51373985584,5791.57210723032,1226681.8546257836,26880.795209826203,168751.6642627065,4427.862200109666
-60.0,30.05159207918545,5.932019061822842,6.395598068237305e-07,190641.83077852818,8181.575703585477,1232378.576613775,38302.64211252099,167150.32930883355,6257.004720465426
-62.0,15.95722079872634,5.932018901125191,8.489853258132935e-07,172696.16807805785,8814.035024205108,1163002.3592537371,43710.780007688794,152192.25386144372,6811.708935519331
-65.0,6.979941272656951,5.932019335395388,8.49085244178772e-07,159871.33585195045,7822.501324492421,1149041.5404358816,41442.512216171715,141826.546926609,6129.385568203841
-67.0,4.824444461571746,5.932018589826482,1.0465414638519288e-06,168339.81958385443,10771.48836382752,1181158.116205073,56185.66771702678,149379.61350544982,8444.342891093082
-69.0,2.967939065549776,5.932017976168846,1.2888294496536255e-06,165939.64300070837,13646.993253324936,1165456.9578298565,71423.8138567491,147586.30466478088,10749.766955819883
-70.0,2.200646835479825,5.932018708076775,7.671140584945679e-07,159601.181638958,7149.1830012494465,1224973.4824084367,40617.895356750116,142634.62453541675,5688.015811039339
-72.0,1.4018606891827148,5.932019272917285,1.0088475427627564e-06,160465.37812435091,9349.755317682078,1210358.4528260268,52173.92384369369,143055.4412587993,7401.04369131432
-75.0,0.5681610719467796,5.932018106947508,1.5537828941345216e-06,142443.0920400055,12164.646093689806,1053338.92832987,68607.6486683283,127539.46533394899,9714.467027294042
-77.0,0.3325006319995221,5.93201890653175,2.1489628248214724e-06,136604.29750375362,16112.343357359741,1068109.3258798113,93538.35827229684,122392.40174143144,12887.106108143635
