Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,210745.70578792776,6.067918284518116,1.2087331771850586e-08,984947.4657294902,5937.419149521876,256688.60599862455,212.96636718232185,203622.29958209363,215.48608037366648
-32.0,132688.8023749649,6.067918374925966,1.652890682220459e-08,979899.9885942865,6230.713152669426,257311.20268777054,226.54447779635666,203797.37449076495,228.9948892633838
-35.0,65308.56773411218,6.067918161802079,2.6402649879455567e-08,938767.9760026064,9085.482607528753,257430.482032198,358.0526091038191,202030.90132822614,358.37697358313017
-38.0,31814.96501252197,6.067918350224664,2.938361644744873e-08,880125.0844669981,8907.608618652492,257731.5801930012,396.2224507307983,199355.36947040068,390.7222718698904
-40.0,19578.89952861942,6.067918310669425,3.771679973602295e-08,833740.9458635858,10170.236477042596,256188.2183905268,494.6977653700742,195971.25370422035,481.59093070414383
-45.0,5720.593234169383,6.067918201801457,5.336085987091064e-08,711778.0172062265,10387.740821505993,256138.0726393768,674.4523819501628,188356.762337892,629.3950125029369
-50.0,1663.7396908355329,6.06791797517735,8.60616216659546e-08,612930.0587890769,12345.26739939196,259162.59791917063,1070.8846562263207,182147.05634274823,953.3136813127785
-52.0,996.4111741565791,6.06791818466168,6.232621002197266e-08,562582.8860621543,7563.527660074362,259341.18247460717,764.537602753524,177511.4582645844,662.3713359743415
-55.0,456.19216990206706,6.067918374305024,8.060401439666748e-08,490186.2707618283,7301.515410240256,257784.8267770181,931.9679077015899,168940.5713683693,769.3865104152646
-57.0,274.1477347054,6.0679181214300035,9.348952198028565e-08,457363.8265065511,7366.0766843315605,258705.7333587214,1066.7303904804576,165239.14002232408,857.3536901570915
-60.0,129.65179047391422,6.067918545137105,1.1050833225250244e-07,422737.7410592583,9526.310692429017,258197.13279261827,1577.720490293519,160302.9446975337,1227.455950224743
-62.0,76.71832727970725,6.06791836964706,1.7425689601898195e-07,389140.77659039124,9803.785647974968,257774.3738656348,1862.1015117461502,155062.38793524101,1403.2789571897592
-65.0,36.12614567437084,6.06791873464438,1.2470777797698974e-07,360425.81400590745,7720.12511265363,255492.38118319726,1649.6682861879526,149511.01579788522,1202.3309264584968
-67.0,22.393553675313296,6.067918268366145,1.590246458053589e-07,352873.121340485,9424.142407925683,260440.68217779486,2152.3750836050313,149848.65576891694,1542.8819071480539
-69.0,13.19318304374924,6.0679185770429545,2.7732430744171143e-07,325886.0329766721,10844.73706877264,258641.7949548453,2791.0748382513993,144200.39741024812,1938.0275325632829
-70.0,10.518426825169989,6.067918230240243,1.5983673000335693e-07,327253.9554360965,6266.857160020105,259373.85509815163,1610.6985154548602,144694.59156662,1117.901008570916
-72.0,6.547457656507231,6.067918248053044,1.9960631465911866e-07,322275.6287458381,7612.153630736379,259742.1287785268,2010.408328674268,143825.26663902155,1385.1177523791848
-75.0,3.1844580932351505,6.067918303528618,2.238043270111084e-07,311645.51065996697,10300.940537524802,258841.8624337395,2863.6058636047237,141401.38504558578,1940.8103324901313
-77.0,1.9260174090805329,6.067918537289101,3.626555480957031e-07,297559.32325340866,11730.565131198164,259869.52870434127,3536.6139060107816,138720.187107058,2341.849639162887
-79.0,1.21257076216922,6.067918292285874,5.017234792709351e-07,296855.5827760997,16277.011654867085,256969.96671748444,4837.055614737066,137740.91183133007,3217.0337955974974
-81.0,0.7153096768009476,6.067918171168605,4.907159395217896e-07,276463.17774486716,17672.501253701073,251529.94076557754,5724.715751129872,131704.9256568638,3690.907786062424
-83.0,0.43997056816736063,6.067918082591568,7.868336868286133e-07,269288.7866199583,20912.476838757677,244269.51195389836,6743.317300983472,128084.89480537354,4352.692518695752
-85.0,0.29098253691625436,6.067918623694452,7.688180332183838e-07,282766.765032465,28990.537953639618,252709.40745931957,9137.99542448917,133463.96322176047,5934.488994312647
