Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,115057.35729044017,6.6277051659089254,2.7065937995910643e-08,454417.2157161535,1902.0296490760668,260148.78541038226,283.1973902393365,165457.62130682936,224.65081095075584
-32.0,72256.41963707398,6.627705357816083,2.335663890838623e-08,451504.0019897567,2104.292090369081,259936.55687762977,316.4281789242814,164978.18049211553,250.38395730691263
-35.0,35670.140381239224,6.627705228072834,4.118144035339355e-08,442314.75697350677,2759.6930982063413,261820.39560556647,434.8275097888836,164478.15676440691,340.85351320906193
-38.0,17183.827714412862,6.627704687042899,4.6029705047607425e-08,419671.06455820333,2754.0623233228403,260234.8778266532,470.4892137529969,160648.4391565615,361.5606612190022
-40.0,10587.173206069989,6.627704994116486,4.546934127807617e-08,406936.39193209464,3306.3403445931576,259739.39393984698,593.897165996721,158558.8116274689,450.5601701477717
-45.0,3187.1271237209694,6.627704554652292,8.822667598724365e-08,382493.8538903891,4424.431735754427,262448.4051250576,896.1550088998629,155659.95656261608,661.4996197832224
-50.0,877.1170089497341,6.627705075225687,1.5747239112854004e-07,324776.1555302397,5588.061775002481,263447.67654119566,1497.043312216294,145460.8993301009,1023.8402458992496
-52.0,544.3248167029585,6.627704519076907,1.029118595123291e-07,318810.01802565675,3494.175323098053,261009.08570565862,953.2066203763243,143522.7665060752,646.8535515587137
-55.0,257.56938364041605,6.62770441039558,1.300994167327881e-07,299382.9648627339,3904.361215896796,262123.6573785102,1188.5149497983512,139782.87229724517,781.2094466224953
-57.0,153.21663369981576,6.6277042999799205,1.6382069396972656e-07,281294.39217110997,4305.505341525923,258630.20027701306,1421.7296115266508,134754.77249369284,909.6013821737433
-60.0,72.60223132042734,6.627703760502708,1.770405559539795e-07,265575.804035671,5330.310780939419,261451.52471922725,1967.4837659858458,131769.30809598163,1213.3838844380516
-62.0,43.46159874421448,6.627704240609644,3.141525287628174e-07,252004.21019085302,6579.0826288991275,261459.21231408126,2637.1989441054757,128334.12963254389,1583.5547537895764
-65.0,20.824550652744666,6.627703987451698,2.9684035778045656e-07,241206.1153759095,5671.309553442402,258646.589274725,2399.220238269103,124817.89931812971,1412.1641655191343
-67.0,13.09491139851087,6.627704341957856,3.8970242023468016e-07,240419.66331299697,7425.34813792787,262212.43605293054,3221.6367151431623,125434.62878872025,1882.0250738242903
-69.0,7.958660906828294,6.627705002184871,3.512331352233887e-07,231983.49139028107,7978.959570379785,258278.24059967545,3592.3123094422335,122221.67096622844,2063.5585501435417
-70.0,6.3220837738478375,6.6277044024910685,2.0699951171875e-07,231993.72051650952,4712.017870357715,260019.29254221503,2140.1521694063267,122608.30837142034,1227.0933507121517
-72.0,3.8667017482269816,6.627704373923022,3.2221896648406984e-07,225307.54594844914,5352.937425270601,257264.57553245703,2503.116790273343,120136.8514305966,1420.7560029333254
-75.0,1.9141017048438853,6.6277054243689255,4.906643142700196e-07,222727.28127445155,8020.976792897143,259173.0071081686,3857.8897710417805,119812.40110334466,2169.8322298645653
-77.0,1.1484663704203657,6.627705847598806,6.277047843933106e-07,212672.5486450712,9489.2923637628,254327.0760919489,4758.047392990411,115824.43162420708,2635.9182580945053
-79.0,0.7037618519442633,6.627707013025777,8.18875491142273e-07,207130.98553347404,11628.635477241509,248813.71878778224,5896.736517638492,113056.02992501366,3243.62572978175
-81.0,0.4584204128658553,6.62770611231664,9.132338294982911e-07,213183.2716975763,13705.073040116644,261787.02944682245,7166.706031524518,117501.18041420307,3905.1771866276686
-83.0,0.3054895705522463,6.627705931993919,9.131446704864502e-07,224176.96415316776,19697.362909220978,263341.8391200966,9622.825552110386,121094.27176312289,5375.209814038957
