Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,124371.19650397067,6.627705839353638,1.535891914367676e-08,508821.7940466949,1768.8503445244571,258893.48589709922,214.50267861175234,171607.31877235035,177.7717968102952
-32.0,78768.1501823841,6.627706110644152,2.046831512451172e-08,511667.9262406221,2382.0975524240735,259620.27217823305,287.4517719669384,172251.3597599377,238.4868467663764
-35.0,39190.28507530089,6.627706664028858,3.564553642272949e-08,506155.8751469179,3154.2206553710867,260988.38693204863,390.9594516979123,172210.82082476333,323.0319710485637
-38.0,19684.744025510798,6.62770665494031,2.5039678573608397e-08,507798.53474931116,2877.283679396913,259624.5076944917,351.70653126985417,171807.37841371915,291.15139469419955
-40.0,12433.520635940287,6.627706582783144,3.5461254119873046e-08,508603.52784981485,3150.9314697810105,260598.45356280386,386.4843941903382,172329.92948323445,319.85122055761167
-45.0,3799.8906290115224,6.627706851497763,4.6063931465148926e-08,483911.59450136154,4796.705645442081,259393.04344067536,636.9765418709139,168882.59173440607,518.102024832915
-50.0,1158.7821556398712,6.627706871513075,1.0526401710510254e-07,459744.913272444,7598.567436892091,259834.10675863645,1106.1641301748168,166026.20061104003,882.0847707500507
-52.0,711.8665803504286,6.6277066203138,6.693709087371826e-08,443200.30018351786,4488.597407261197,260163.20123716773,697.5206838650338,163952.5333956748,548.2686389015289
-55.0,338.29595660865465,6.627706485404518,9.878004837036132e-08,413010.8510032374,5740.123285111479,261342.99854680765,1014.3982865016442,160071.89916950703,773.7380735043553
-57.0,204.10543003027868,6.6277073853042525,9.924524688720704e-08,390093.8776707548,6627.258669958901,260403.04790109518,1284.308614358888,156161.0498174426,956.3513244487694
-60.0,96.75171672424251,6.627707107255176,1.4109819412231444e-07,364297.3506016046,8194.218699880974,260655.05937992522,1786.109325539117,151960.14779123614,1290.1561764804355
-62.0,57.49096907523527,6.627707000751361,1.85417893409729e-07,339414.20502703,9315.04976969394,257870.81310891494,2248.7486719088047,146593.60872751335,1578.5804803448846
-65.0,27.7123360036862,6.627707293374587,2.0924754619598388e-07,324650.00062782766,7380.113835919483,260284.8756091596,1945.3571540236298,144472.78305377794,1333.0098080239259
-67.0,16.95476890230529,6.627707339340872,3.003706111907959e-07,313673.5394323769,10021.507124504724,262024.98619200682,2818.1947268424556,142796.30292425424,1900.9022921279247
-69.0,10.282991362553886,6.6277067302314645,2.783428249359131e-07,300407.7442358295,10887.315381778717,257682.40660965556,3213.848712816165,138736.1586151506,2127.182742214558
-70.0,7.7050609339718985,6.627706986206688,1.7246246147155762e-07,282348.0201833903,5911.748946086439,257483.39408805073,1928.7175411085773,134674.53548137075,1237.1743030180223
-72.0,4.9544422108598765,6.627707437049996,2.737999086380005e-07,288018.5767309387,7573.533924160464,260174.79116335642,2428.3189802017587,136703.4278394564,1568.9517801629554
-75.0,2.358297600607635,6.627707194343177,3.955886812210083e-07,272957.31347119,9768.843276070425,259439.77576094083,3406.0578887999,133023.28559031058,2140.4088140732492
-77.0,1.4255146012393196,6.627706587439292,5.16833987236023e-07,261320.49115931237,11762.473728037448,255668.72491632984,4296.809685569082,129236.7883105378,2659.1962085641717
-79.0,0.9036402967528605,6.6277072281489,4.99338002204895e-07,262548.3351848986,14830.903006950359,250852.67659782083,5231.944299843861,128287.31837686074,3265.884705199467
-80.0,0.6855308065037752,6.627707641496428,5.944505538940429e-07,250800.74257332363,16103.871836683005,255773.9230872629,6299.79111605708,126631.86507682962,3803.9555755667097
-81.0,0.5380326673616463,6.627706828319994,6.498585186004639e-07,247860.26392236707,17232.695710987893,250787.669033827,6667.838138111838,124673.4313878947,4036.7835254982347
-83.0,0.33000537852866363,6.6277064549711,1.0636139640808104e-06,241135.6627084415,20691.296517140552,247102.98848801904,8168.487547673722,122049.68570300989,4912.026702972391
-85.0,0.18459923342124884,6.627706061107494,1.5964676551818848e-06,215329.1635146559,25027.586607414927,239335.483415731,11255.643726095994,113349.68094733932,6459.275233195367
