Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,202038.11798001113,6.026741273392863,1.900206470489502e-08,685628.6660782682,3359.394060755949,345509.76154772425,405.92207320663147,234733.1927935393,349.47949841589434
-32.0,129028.35335873521,6.026741371769253,1.1726734161376953e-08,698189.3945202796,2788.801349622269,349099.3928431222,331.8747252293979,237724.69788068446,286.9045623384882
-35.0,64520.10806626158,6.026741544579277,1.551219177246094e-08,695792.2556183632,3666.171090030836,347930.4911333347,436.50100394309266,236943.5141553158,377.2615042872494
-38.0,32132.55248555355,6.026741312883548,2.5547471046447755e-08,689205.836815596,4567.967489496909,348724.2169967755,555.0044891923899,236539.9764935703,477.8854775305372
-40.0,20058.668299267938,6.026741396462806,3.011530017852783e-08,678317.7496887533,5235.734230012994,348187.9631741225,652.2439941515331,235033.01715970947,558.8709663508926
-45.0,6097.534647208555,6.026741153656084,4.4986488342285154e-08,640477.090788481,6911.9606926567185,346473.630793161,942.6532952277921,229403.58600219828,791.1026348245505
-50.0,1844.933757811609,6.0267414161959385,7.383316802978516e-08,602125.1923652515,10044.735247357365,351039.3616478367,1557.9601577899884,226264.1595376964,1272.4031706554815
-52.0,1123.7163740174258,6.026741182283917,5.0300955772399905e-08,574099.0083983429,6219.479373835018,352143.69820770645,1053.8110306516173,222848.62415100756,843.6530893093732
-55.0,539.717046737779,6.026741102845368,7.120184516906738e-08,543002.5060680947,7818.346173675421,350258.96571394935,1442.6670404822216,217179.56197298516,1129.6831470273319
-57.0,319.68046833685025,6.026740889620075,9.854823875427246e-08,501587.3926030661,9199.722952518452,348410.843662493,1922.9043006807333,209530.50032326346,1457.3968008029624
-60.0,150.25233016898318,6.0267410403323955,1.0440946197509766e-07,464425.9898818639,10697.87668483413,348087.16720113374,2547.985852452286,202808.36732055587,1860.762773465627
-62.0,86.9025889332013,6.02674117949002,1.832352170944214e-07,420585.8766863887,11905.24987382639,354552.6059717374,3434.822203102114,196037.47023267933,2379.591264729621
-65.0,38.51853412501933,6.026741055653686,1.7243780612945558e-07,368775.2225368454,8548.582084802509,346751.85596686567,2939.718602730194,181751.09821911465,1923.9390461551375
-67.0,24.920762984016736,6.0267421326719175,2.0722119235992432e-07,378526.56098651985,10821.202164707825,350864.5306813101,3638.2021376549383,185251.52188942226,2399.2402752741764
-69.0,15.183925855540286,6.026742110954991,2.711474256515503e-07,365042.4499761583,13240.704515043743,344539.094535633,4601.176121465978,180643.11416091523,3005.0007217943494
-70.0,10.623507106112365,6.026741926107893,1.3057040977478028e-07,321700.8938808287,6299.638487655902,346506.3372744475,2700.1275815326953,169597.84641118962,1635.6119724788878
-72.0,6.630396478035199,6.026741466642299,2.145412654876709e-07,318345.18125333847,7866.591841812141,346759.81414130004,3420.180996174109,168637.05335934213,2064.3832325150142
-75.0,2.9484807441572274,6.026741280190815,3.266951560974121e-07,284642.78673026816,9529.74162629284,346596.1401872998,4938.0706917110365,158756.1176885508,2790.759663538949
-77.0,1.858250823790063,6.026741666900713,4.5104996013641356e-07,284347.7760071534,13147.680206471532,353069.94092578517,6967.173487766588,159437.0134820387,3895.9523873671424
-79.0,1.168708779733828,6.026741417704477,5.650660581588745e-07,283515.2279245575,16425.44401611767,346518.40343542123,8635.690132529591,159000.94340798998,4864.758608651755
-80.0,0.9363489085683837,6.026741765004977,5.995294046401977e-07,285745.2637097201,17715.050463378666,347580.18722798023,9161.315981629945,159215.18059173206,5176.945772071165
-81.0,0.7790849474890068,6.026742759192248,5.002254238128662e-07,298238.63750761625,20867.05872529591,348828.44207104994,10078.497889022517,162565.02872669924,5820.456020231213
-83.0,0.40266260446546687,6.026742368809223,9.57805799484253e-07,249479.74691525375,21582.026032164562,335935.8406575261,13041.023247523117,145045.5785525256,6904.5272902016295
-85.0,0.22306590206040577,6.026742624472698,1.4581391906738282e-06,223596.7502368043,27699.69365221177,317828.8639369533,18010.3021105245,132588.83769222186,9249.045924416045
