6574646830.982477,-18.0097312927,118.207504272
6574545725.330817,-18.0444297791,118.85688781700001
6574472410.461582,-18.2491416931,114.98181915300002
6574416790.4295845,-17.826997757,118.88470459000003
6574373131.290774,-17.9020061493,116.50977325400001
6574337934.969567,-17.9025745392,116.69931793200001
6574308946.251313,-18.3449745178,121.73806762700002
6574284645.825811,-18.1542186737,119.68598938000001
6574263972.756389,-17.7657356262,116.388664246
6574246163.738,-17.9745750427,118.85198211699999
6574230655.564616,-18.3018188477,118.10514831500001
6574217023.590781,-18.4260730743,120.31433868400002
6574204941.587845,-18.3872890472,120.29819488500002
6574194154.792307,-17.9337978363,118.933662415
6574184461.351161,-17.8428077698,120.114067078
6574175699.262721,-18.3931598663,120.45602417
6574167737.003336,-18.1419334412,119.22137451200003
6574160466.680828,-18.599439621,124.83039856
6574153798.954148,-18.4101924896,121.909751892
6574147659.209623,-18.4403076172,120.85411834700001
6574141984.645506,-17.972120285,119.59506988500002
6574136722.022725,-18.278547287,121.177978516
6574131825.910718,-17.7947311401,120.50341796899998
6574127257.305727,-18.4927406311,121.94167327900001
6574122982.532443,-18.0758705139,119.94837951700002
6574118972.363433,-18.4925785065,122.76762390099998
6574115201.307611,-18.1299972534,123.77770233200002
6574111647.031025,-18.1686820984,119.735275269
6574108289.882161,-18.5919933319,127.642860413
6574105112.5003605,-18.0219020844,123.862487793
6574102099.490885,-18.6165733337,120.87727356
6574099237.153751,-18.0680446625,124.57865905800001
6574096513.256213,-19.3305530548,125.06407165500002
6574093916.840943,-18.4363098145,130.272888184
6574091438.063516,-18.4597969055,125.939605713
6574089068.054113,-18.81665802,126.093437195
6574086798.799332,-18.9142570496,126.060386658
6574084623.040779,-18.7173500061,126.89228057900002
6574082534.187726,-18.8857269287,126.263954163
6574080526.241595,-18.6921863556,125.191299438
6574078593.730457,-19.0069713593,126.941345215
6574076731.652028,-18.855632782,124.058517456
6574074935.423891,-19.7550868988,124.84860229499999
6574073200.839905,-19.5688056946,126.160835266
6574071524.031923,-18.3004283905,124.136581421
6574069901.436078,-19.303155899,127.48320007299998
6574068329.7630005,-18.7179756165,128.66758728
6574066805.971471,-18.9817657471,126.318901062
6574065327.245019,-19.6518497467,128.174285889
6574063890.971111,-19.2363586426,128.740737915
6574062494.7226,-19.1180667877,128.397903442
6574061136.241147,-19.0085754395,130.132629395
6574059813.422364,-18.9498195648,128.395019531
6574058524.302503,-19.6797370911,128.963562012
6574057267.046467,-19.5271072388,128.216903687
6574056039.937031,-19.6078853607,129.267333984
6574054841.365098,-19.7122192383,132.254302979
6574053669.820889,-19.781627655,130.239532471
6574052523.885981,-19.7413978577,129.10404968300003
6574051402.226057,-20.3169326782,131.053756714
6574050303.584349,-19.8760547638,135.406768799
6574049226.77563,-20.0733299255,131.935653687
6574048170.680778,-19.8601150513,128.110366821
6574047134.241777,-20.0262050629,132.29684448199998
6574046116.457167,-19.9564399719,128.46156311
6574045116.377863,-20.2249622345,131.57720947300004
6574044133.103333,-21.6488628387,132.00901794400002
6574043165.77807,-20.2551116943,126.852584839
6574042213.588358,-19.8455352783,130.832839966
6574041275.759287,-20.0324726105,129.102310181
6574040351.552002,-20.359828949,131.479125977
6574039440.261158,-21.3544559479,133.436431885
6574038541.212555,-21.1173877716,130.983657837
6574037653.760968,-20.6440925598,128.75877380400001
6574036777.288116,-21.0881137848,135.481613159
6574035911.200766,-21.150062561,123.33011627200001
6574035054.928996,-21.3720378876,131.670776367
6574034207.924541,-22.4988307953,129.722717285
6574033369.659272,-22.4310722351,134.292526245
6574032539.623761,-23.4092521667,137.633636475
6574031717.325939,-21.946598053,133.621566772
6574030902.289833,-22.0734958649,126.26915741000002
6574030094.054379,-23.1215839386,132.358795166
6574029292.172305,-22.979183197,129.299880981
6574028496.209068,-23.5994644165,129.540710449
6574027705.741858,-22.7831287384,124.587104797
6574026920.358639,-22.7914028168,128.60484314
6574026139.657251,-24.009683609,129.970779419
