Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,168870.46192894742,6.574011900195933,2.568912601470947e-08,969709.6415607681,8821.255472947925,234145.31131970062,313.1249718446343,205219.77143941922,330.46460315640434
-32.0,106878.79780462348,6.574012075392304,2.3294750213623047e-08,977444.3782952961,8154.607391481814,234856.0434839466,286.676239396038,206053.42388914086,303.174459999369
-35.0,53194.52554887354,6.574012518888184,2.9385750770568847e-08,960114.0857909392,9898.704158557464,235513.4671826996,361.74545765900984,205757.41629497556,380.8034539434593
-38.0,26251.29406207137,6.574012805663077,3.3009444236755374e-08,923549.204652194,10313.56684540543,235141.14798223562,403.80594586077495,203751.16019020273,421.42731982746045
-40.0,16351.787204216032,6.574012873670215,3.77322301864624e-08,895001.1699049079,11071.072074944128,235025.85911525736,459.31076275964733,202344.47037399578,475.9685484599322
-45.0,4965.39882954546,6.574013552168001,4.070407867431641e-08,814544.5499083006,12693.949663808766,235211.36578935775,627.8454836844758,198020.4490716814,634.6745516415685
-50.0,1490.5448358978858,6.5740138615820936,8.569763469696045e-08,728499.7935023678,16416.834018467485,235082.84486542593,992.6421123316686,192154.8982661835,973.6394496908179
-52.0,905.7408985342919,6.574013426877825,6.05111780166626e-08,675738.3076075562,9982.991969326666,236091.55588924463,698.4025455532537,189134.90404061347,670.3560949429811
-55.0,432.66425974376676,6.5740138219272595,8.065875434875489e-08,617438.0126795839,11012.265661867228,235691.15063533437,900.2447066992463,183555.40479194195,839.4412417542189
-57.0,261.4220882447125,6.574013321908075,1.0500406742095948e-07,571905.4555151339,12260.04767790621,235567.55989524213,1152.9622543612786,179730.7440243384,1050.093633723125
-60.0,124.8410819838723,6.574013329928913,1.4912952613830567e-07,527499.1114418671,14691.404570146049,237188.357623521,1613.193273926474,175846.50574032418,1425.0547938944073
-62.0,71.39168161024014,6.574013507374738,2.1693506145477296e-07,453198.72367136274,15621.153502006286,234429.78399130167,2180.1958651873283,164865.75896911277,1823.1255772727309
-65.0,35.31708629036006,6.574013550320761,1.895547285079956e-07,444660.90695270675,13139.402098926199,238425.42733031083,1954.5655769911536,165750.22642656617,1614.9866500409844
-67.0,20.338138898627705,6.574013104969309,2.5461215019226075e-07,391602.9632255788,13523.590206387322,235745.43642641965,2459.0454325673636,156798.16787886614,1934.2398439850658
-69.0,12.193371796556269,6.574013372762799,2.93083909034729e-07,366276.536973389,13614.762743599098,234819.36312589422,2764.5385730645794,152554.17229835602,2117.3446694187005
-70.0,9.647778106626307,6.574013756349615,1.505690631866455e-07,364449.3854895955,8908.63928591957,236472.77208785355,1840.9374969159253,152502.98486017107,1398.9763995823741
-72.0,5.978586219554663,6.574013543127622,1.8568292045593262e-07,356204.457864956,10495.54066301458,233747.66552116504,2209.095086997346,149907.92592491113,1668.290540454036
-75.0,2.8521923211027347,6.574013360132346,2.678286447525024e-07,335109.6453076337,13371.753143670234,234829.7009208902,3151.2596296357515,146662.50492410152,2310.3246843959205
-77.0,1.738442344057201,6.574013052203116,4.353135824203491e-07,321478.0889196115,15374.902351865318,236069.36598558113,3893.5577506823756,143998.11031119036,2792.9923255937174
-79.0,1.0996373685395442,6.574012922610947,5.498786554336548e-07,322436.95992434374,19992.024727055614,231346.20380145835,4903.84317704523,143251.76341495418,3569.5393466198875
-81.0,0.6496564594471913,6.574013063680736,7.686153364181519e-07,298697.668913103,23521.2601396737,224449.17234671875,6190.906793293951,135226.88492808287,4369.003977140645
-83.0,0.3879632600529826,6.574012925258858,1.06180096244812e-06,280871.1247292379,29051.075071613413,237378.70686315632,9320.161672665912,136174.1434474359,6252.934392968746
-85.0,0.2456975508746544,6.574012504505262,1.1755294609069825e-06,282020.03468239156,32625.23908507359,232955.1268732501,10131.603224348713,135335.60128003394,6867.020264130551
