Power [dBm],navg,fc [GHz],fc error,Qi,Qi error,Qc,Qc error,Q,Q error
-30.0,136426.45726874046,6.524210523034152,2.2501763343811036e-08,657140.5633606097,3497.1609801034256,210944.7322457691,187.33817480350262,159726.8466784151,176.52025909820804
-32.0,86712.89899396205,6.524210836855017,1.8684550285339354e-08,667190.3489513539,3896.4920449935717,211327.58126707908,203.56277076288825,160536.69593162154,192.61837007914437
-35.0,43140.193944929444,6.524210873167027,3.0561923027038573e-08,657089.169728566,4770.292254734463,211838.68383664763,257.324404578103,160237.75832755424,242.51185291158617
-38.0,21252.8826056678,6.524211082422666,3.1077146530151365e-08,634553.2474142209,5848.206347075163,211641.05715156643,335.91231797265937,158781.05295079085,313.6521081493702
-40.0,13195.362438661312,6.5242109644631565,5.095764636993408e-08,614629.3077419666,6978.117913551072,212372.65915201913,427.08073202878586,157895.4441907239,395.4818614907563
-45.0,3932.395165408245,6.5242114168536345,7.671214389801026e-08,549842.7827451645,8363.826329939986,212378.02396058754,626.4918274693773,153252.67255770054,562.0020340780029
-50.0,1152.601403369958,6.524211023134635,1.2088755416870118e-07,482502.4941041334,10019.380022025834,212097.95694698347,947.424726248777,147375.77503781056,815.2816864223278
-52.0,698.675118052884,6.524211334781019,7.988390731811524e-08,452402.95500147314,5796.556611950398,212426.6638610677,616.3323469032475,144593.20382710223,518.7873488305486
-55.0,332.2454659594325,6.524211504785543,1.1281483364105224e-07,417461.9608410454,6920.073527548418,211995.363888976,845.1558698795852,140619.75989468698,691.59049234743
-57.0,199.75483051048005,6.524211500440365,1.0929773426055908e-07,389144.9018985045,7510.6784941964615,210463.6675078179,1026.1289076362154,136647.74569552563,819.0261302944273
-60.0,97.47245262347762,6.524211914623926,1.7801729774475098e-07,374791.2091430534,8771.671646713328,214791.55378989424,1321.7522762451845,136574.90373761114,1035.0737374430755
-62.0,59.04835788147522,6.524211709550588,2.46137225151062e-07,354553.41723821743,10823.800450362363,210703.7476414994,1739.4346720218891,132192.03151869192,1339.949191567197
-65.0,27.50554725898864,6.524211394448693,2.2720124340057372e-07,322343.13147259154,8176.332101026549,211785.4477179897,1561.1794338364562,127834.25211760361,1153.375780499453
-67.0,16.820782295326694,6.524211081702881,2.2634710693359375e-07,309999.34275464417,9736.029850889605,211848.1127954265,1989.0467534262862,125853.3182200961,1443.0259415132314
-69.0,10.144910332559972,6.52421107987982,3.7373168563842776e-07,293461.487754187,11165.463346185117,212566.85710653142,2514.383747811662,123367.08895968315,1782.7473273497744
-70.0,7.93803148344771,6.524210899532117,1.7103031730651857e-07,288255.7511817402,6315.995297767135,211570.2426131808,1456.6518306218786,122041.01537932399,1023.2207051146543
-72.0,4.722158041881312,6.524211610885362,2.2032294940948485e-07,269219.67904742906,7078.38710821888,211738.04308934291,1832.2364884227864,118544.88787947292,1246.5647950931016
-75.0,2.383585408503355,6.524211533907245,3.096414031982422e-07,271413.7624331401,10079.669388847786,209012.13195466035,2525.0865693237865,118124.3143216251,1730.7818199979374
-77.0,1.3997400568922307,6.5242108505923655,5.393876876831055e-07,250477.58408819622,11556.406260486141,207296.04431584166,3260.551555918646,113457.10552266489,2160.8060360461095
-79.0,0.8606552355864637,6.524211057994223,6.84985610961914e-07,243552.2990417652,13952.501612992906,206257.07167487268,4085.339398644108,111685.09762740199,2678.3805406148167
-81.0,0.5349627031354701,6.524211361515962,7.47070541381836e-07,239670.04471095666,18732.16832870231,205341.53929512284,5621.368263777782,110596.98683587776,3640.361790786046
-83.0,0.3600366141553323,6.524209977693405,8.232300825119019e-07,257106.8234447872,24357.743566097648,200513.3826670577,6246.127793193853,112662.85950111481,4241.14003716968
-85.0,0.22074539636461887,6.524210519344815,1.333512119293213e-06,249123.4401952182,29787.071202428735,203587.8570916756,8187.886899797159,112042.63941773625,5491.279563942982
